,met_id,cluster,distance,polarity,target_group,target_ppto,target_word,source_image_schema_group,source_word,llm_expl,sentence
1259,2adbf0e2-f1d8-11f0-b2d6-e3a0b13b9b1b_146_8_6,274,0.5787955436338778,left,Other,person,I,other,supporting,"The verb 'supporting' is used metaphorically to describe the abstract action of maintaining long-term skin health at the cellular level. The verb transcends its literal meaning of providing physical support and instead conveys an abstract process of nurturing or sustaining health, which is not a direct physical action.","'And with OneSkin, I know I'm supporting my long-term skin health at the cellular level.'"
802,2b0054b4-ecea-44a4-855f-b3b6000e929c_432_32_33,274,0.6460904716819604,right,Other,person,you,other,support,"The verb 'support' is used metaphorically to convey emotional or financial assistance rather than a physical action. The parents' refusal to 'support you' refers to withholding help or resources for the child's issues, not a literal physical act of support.","'And, you know, and at times he was homeless because the parents said either go to rehab and and work on your problem or or we're not going to support you.'"
3961,661d9866-4392-4ad4-9fbe-b06000015ba6_429_9_10,274,0.6694340475472046,right,Other,person,them,other,support,"The verb 'support' is used metaphorically to characterize 'them' by implying endorsement, backing, or provision of resources, rather than describing a physical action. The context of 'send checks' suggests financial or abstract support, not literal physical support.","'I mean, you can find good candidates, support them, send checks to them.'"
7016,10672768-1932-4440-9494-b3cd0026c419_271_2_4,274,0.6800069338655658,right,Other,person,child,other,sponsor,"The verb 'sponsor' is used metaphorically to describe a supportive relationship with the target noun 'child,' transcending its literal meaning of providing financial support. Here, 'sponsor' characterizes the abstract concept of supporting a child's welfare or development, not a physical action.",'You can sponsor a child just like I do.'
1163,469d94c6-769a-4c8b-b37b-b2a6001b7d9b_214_10_12,274,0.6860036769554103,right,Other,person,child,other,sponsor,"The verb 'sponsor' is used metaphorically to describe the abstract action of providing support or financial assistance to a child, rather than referring to a physical action. The metaphorical aspect lies in 'sponsor' transcending its literal meaning of organizing or funding an event to imply support for a child's welfare, which is an abstract conceptualization rather than a direct physical act.",'I want you to do what I've done and sponsor a child today.'
1805,8ab20af6-746b-42e5-b500-b22f002135ae_263_12_15,274,0.7178282695713455,right,Other,thing,support,other,provide,"The verb 'provide' is used metaphorically to characterize the abstract target noun 'support'. While 'provide' can have literal uses (e.g., providing food), here it is paired with 'support', which is an abstract concept. The verb's application here transcends its physical action, implying an intangible form of assistance, thus qualifying as metaphorical.","'And that is with Compassion International Partners and the local churches that provide children holistic support, more than just food.'"
3176,8ab20af6-746b-42e5-b500-b22f002135ae_210_12_14,275,0.32199315804356343,right,Other,thing,tools,force,saving,"The verb 'saving' is used metaphorically to describe the function of the tools. While 'save' literally means to preserve from harm, here it is applied to tools, implying they have the effect of preserving life. This transcends the physical action of the verb, attributing a metaphorical role to the tools as if they actively 'save' lives, which is not a direct physical action but a conceptualization of their purpose.","'Now, RapidRadios.com, they provide reliable, durable, life-saving communication tools designed for emergency situations.'"
76,661d9866-4392-4ad4-9fbe-b06000015ba6_180_12_14,275,0.3380488939651413,right,Media',thing,tools,force,saving,"The verb 'saving' is used metaphorically to describe the target noun 'tools.' Here, 'saving' transcends its literal meaning of preserving from harm or loss, instead implying that the tools prevent loss of life in emergencies. This metaphorical use attributes a human-like action (saving lives) to non-living tools, even though the tools themselves do not perform the physical act of saving.","'Now, RapidRadios.com, they provide reliable, durable, life-saving communication tools designed for emergency situations.'"
2874,3bdc5bfd-9705-46fd-99d7-b2360117c606_189_12_14,275,0.36479614018072026,right,Media,thing,tools,force,saving,"The verb 'saving' is used metaphorically to describe the target noun 'tools' by attributing them the function of 'saving lives.' This transcends the literal physical action of saving, instead implying that the tools have a life-preserving effect, which is a metaphorical extension of the verb's original meaning.","'Now, RapidRadios.com, they provide reliable, durable, life-saving communication tools designed for emergency situations.'"
6819,661d9866-4392-4ad4-9fbe-b06000015ba6_146_12_14,275,0.40667069051925286,right,Security Concerns,thing,tools,force,saving,"The verb 'saving' is used metaphorically to describe the target noun 'tools' as 'life-saving,' implying that the tools have the function of saving lives. This transcends the literal action of saving and instead attributes a metaphorical purpose to the tools, personifying them as entities that can prevent harm or preserve life.","'Now, RapidRadios.com, they provide reliable, durable, life-saving communication tools designed for emergency situations.'"
6622,3bdc5bfd-9705-46fd-99d7-b2360117c606_350_22_23,275,0.41946586664553576,right,Vaccines,thing,resource,force,saving,"The verb 'saving' is used metaphorically to characterize the target noun 'resource' as 'life-saving,' implying the resource has critical importance for survival. This transcends the literal meaning of 'saving' (preserving from loss) by attributing a figurative role to the resource, suggesting it metaphorically 'saves' lives rather than describing a physical action.",'and they want to give every one of you listening to my voice right now instant free access to a life-saving resource.'
39,2b0054b4-ecea-44a4-855f-b3b6000e929c_199_12_14,275,0.44967268103866564,right,Other,thing,tools,force,saving,"The verb 'saving' is used metaphorically to describe the function of 'tools' as having the potential to preserve life in emergency situations. The verb transcends its literal meaning (physical preservation of life) to attribute a purposeful, almost personified capability to the tools, implying they 'save' lives metaphorically rather than through direct physical action.","'Now, RapidRadios.com, they provide reliable, durable, life-saving communication tools designed for emergency situations.'"
